InvoiceNo,CustomerID,ProductID,Product,Category,Quantity,UnitPrice,Discount,PaymentMethod,Country,City,CustomerAge,CustomerGender,SignupDate,InvoiceDate,ShippingCost,DeliveryTimeDays,ReturnStatus,CustomerTenure,Device,Revenue,Profit,OrderValue,Year,Month,Day,DayOfWeek,WeekOfYear,CustomerLifetimeDays,ProfitMargin,AvgOrderValue,HighValueCustomer,CohortMonth,OrderMonth
1804,10055,422,Laptop,Electronics,8,588.0267152835739,0.014374160374000121,Card,USA,New York,27,Female,2023-07-01,2023-04-21,17.837509862339587,9,No,4,Mobile,4636.594599791131,611.2559329989176,4654.43210965347,2023,4,21,4,16,-71,0.1318329476177308,2484.184814150057,1,2023-04,2023-04
3146,10013,240,Monitor,Electronics,6,41.774112385068804,0.28455609825417455,UPI,UK,New York,40,Male,2023-05-27,2023-01-01,26.416701381423348,6,Yes,4,Desktop,179.3222037404534,18.473344139542213,205.73890512187674,2023,1,1,6,52,-146,0.103017606042139,1570.3190183676347,0,2023-01,2023-01
3731,10027,403,Phone,Accessories,4,988.7691873047926,0.21334802625832985,Card,Canada,Toronto,20,Female,2023-09-25,2023-02-10,47.945567823048535,3,No,1,Mobile,3111.268931073049,590.6663986408062,3159.214498896097,2023,2,10,4,6,-227,0.18984742615518313,4945.269900734625,0,2023-01,2023-02
2895,10077,463,Tablet,Accessories,6,60.599527043,0.002038964575833535,Cash,UK,London,49,Female,2023-01-11,2023-02-17,16.130811731798424,4,No,3,Mobile,362.85580052428236,67.64378860225986,378.9866122560808,2023,2,17,4,7,37,0.1864205794823256,1454.8342602132786,0,2023-01,2023-02
3773,10129,377,Headphones,Electronics,3,968.4466828955153,0.2291569500600642,Card,UK,Mumbai,37,Female,2023-03-11,2023-04-18,37.92406567639496,4,Yes,3,Desktop,2239.5611842421786,471.15942771976773,2277.4852499185736,2023,4,18,1,16,38,0.21038024369903446,2377.7899734063253,0,2023-01,2023-04
2570,10108,283,Headphones,Electronics,8,558.8668947971101,0.15422457622985558,UPI,UK,London,27,Male,2023-09-13,2023-06-10,24.775170048181415,1,No,2,Mobile,3781.4070782250446,1008.2908486215849,3806.182248273226,2023,6,10,5,23,-95,0.2666443542743001,1651.80146852154,1,2023-02,2023-06
1960,10153,310,Phone,Electronics,2,963.8958465237652,0.23380955110053592,Cash,India,Mumbai,46,Female,2023-08-07,2023-06-10,18.40313067620098,3,No,3,Desktop,1477.0555826807451,384.73178449836803,1495.4587133569462,2023,6,10,5,23,-58,0.2604721101964956,1189.003784159761,0,2023-01,2023-06
4810,10013,450,Monitor,Electronics,5,132.45852742555874,0.15674904266717654,Cash,UK,Mumbai,58,Female,2023-10-24,2023-12-25,25.51621716599512,3,No,4,Mobile,558.4789002924923,67.02230272327357,583.9951174584875,2023,12,25,0,52,62,0.12000865688600225,1570.3190183676347,0,2023-01,2023-12
3660,10186,206,Headphones,Electronics,1,500.60034880180297,0.1923074572906064,Cash,Canada,New York,63,Male,2023-12-28,2023-05-08,8.204302289355464,1,Yes,1,Mobile,404.3311686049376,115.96180447648909,412.53547089429304,2023,5,8,0,19,-234,0.2867990733353347,1749.491036081567,0,2023-03,2023-05
2485,10055,283,Phone,Electronics,6,186.11401002873745,0.23589949661851212,Cash,USA,Toronto,51,Female,2023-09-16,2023-07-29,40.94093169186631,9,Yes,2,Desktop,853.2588524958334,104.16829718937109,894.1997841876997,2023,7,29,5,30,-49,0.12208287893488895,2484.184814150057,0,2023-04,2023-07
3690,10114,407,Laptop,Accessories,2,69.95537948199356,0.121532416376357,Card,UK,New York,54,Female,2023-01-03,2023-05-31,15.948586759233521,1,No,3,Desktop,122.9070663500437,27.88934655424404,138.85565310927723,2023,5,31,2,22,148,0.22691410170684723,2234.644040762402,0,2023-01,2023-05
4840,10006,221,Monitor,Electronics,4,625.1785327610653,0.0008124449461356264,UPI,Canada,New York,37,Female,2023-03-25,2023-09-12,37.64354554368367,9,No,4,Desktop,2498.682438486764,585.8942033157244,2536.3259840304477,2023,9,12,1,37,171,0.23448125871911515,3219.395486351179,0,2023-03,2023-09
2028,10002,202,Tablet,Accessories,6,223.6277525424576,0.2549839487835565,Card,UK,New York,25,Male,2023-06-05,2023-08-06,8.075676715168763,1,No,2,Mobile,999.6375908495384,235.88997776505897,1007.7132675647072,2023,8,6,6,31,62,0.23597549744461763,1889.2530815769592,0,2023-01,2023-08
4289,10110,326,Headphones,Electronics,8,595.9430779217951,0.11426710878739876,Card,USA,Mumbai,24,Female,2023-05-31,2023-01-30,47.97943502745587,2,Yes,1,Desktop,4222.7710832464645,646.3805592559282,4270.7505182739205,2023,1,30,0,5,-121,0.1530702343350782,2878.3545264663985,1,2023-01,2023-01
1502,10150,496,Phone,Electronics,8,130.11719231000592,0.1488128178049749,Cash,Canada,New York,23,Male,2023-06-25,2023-02-14,13.685674343256437,2,Yes,3,Desktop,886.032690219857,147.142579093478,899.7183645631135,2023,2,14,1,7,-131,0.1660690183529984,1289.8743922165188,0,2023-01,2023-02
3814,10106,387,Laptop,Accessories,6,345.34674200404874,0.002329992646190615,UPI,Canada,Mumbai,28,Male,2023-07-14,2023-03-21,44.72339342931862,6,Yes,4,Mobile,2067.2525198087606,433.57598252355353,2111.975913238079,2023,3,21,1,12,-115,0.20973537502987938,1635.3902971106863,0,2023-01,2023-03
1397,10017,213,Tablet,Accessories,4,785.9999068921823,0.1476276031050294,Cash,USA,Toronto,61,Female,2023-04-17,2023-02-08,41.42629443269455,7,Yes,1,Mobile,2679.858498387652,374.9590991971259,2721.284792820347,2023,2,8,2,6,-68,0.13991749916001966,1845.723836886662,0,2023-02,2023-02
1870,10037,211,Phone,Electronics,8,448.3104914053439,0.29594622047151886,Card,Canada,Mumbai,35,Female,2023-05-14,2023-08-28,48.553696583663715,1,Yes,4,Mobile,2525.077567009624,262.76485804125554,2573.6312635932877,2023,8,28,0,35,106,0.10406209356667023,2866.9756595223207,0,2023-01,2023-08
3842,10114,286,Phone,Accessories,8,635.1905065993897,0.08348029824563089,Card,USA,Mumbai,59,Female,2023-10-03,2023-02-14,26.50507974255873,3,Yes,4,Desktop,4657.316909325434,989.3486656258057,4683.821989067992,2023,2,14,1,7,-231,0.21242889090171513,2234.644040762402,1,2023-01,2023-02
1392,10014,211,Tablet,Accessories,1,654.508781930635,0.11862548107271342,Cash,Canada,London,46,Female,2023-12-18,2023-03-19,37.73287822306782,2,No,4,Mobile,576.8673628077977,111.36754084228868,614.6002410308655,2023,3,19,6,11,-274,0.19305571440240143,973.4380283387828,0,2023-03,2023-03
1206,10191,224,Laptop,Accessories,4,846.8799431075478,0.206156998940603,Card,Canada,New York,42,Male,2023-06-04,2023-12-03,21.68197956670028,8,Yes,1,Mobile,2689.1588622940285,622.1267949015769,2710.8408418607287,2023,12,3,6,48,182,0.2313462412446924,1626.1553226298556,0,2023-10,2023-12
2038,10118,442,Laptop,Accessories,4,338.4243385185085,0.24443810025709758,Card,USA,New York,38,Male,2023-10-04,2023-12-15,13.296570710886222,9,No,2,Desktop,1022.8021445211175,132.2893471651418,1036.0987152320038,2023,12,15,4,50,72,0.129340115166732,1345.0401548442724,0,2023-07,2023-12
2881,10027,321,Monitor,Electronics,7,693.5496513308672,0.1252174872018301,Cash,USA,New York,63,Female,2023-08-24,2023-10-15,24.938416982005197,2,Yes,4,Mobile,4246.935747190574,1138.9643738262785,4271.874164172579,2023,10,15,6,41,52,0.2681849789179703,4945.269900734625,1,2023-01,2023-10
4625,10038,346,Headphones,Accessories,7,962.3834909052424,0.09290066112038776,Card,Canada,New York,20,Male,2023-08-28,2023-10-07,12.45870569248047,2,No,2,Mobile,6110.841998441591,789.7914823960057,6123.300704134072,2023,10,7,5,40,40,0.12924429769210546,2785.658409818378,1,2023-01,2023-10
3939,10184,254,Tablet,Electronics,8,735.6384676707107,0.2813477399955201,UPI,Canada,London,35,Female,2023-01-13,2023-04-26,49.192008025387274,9,Yes,2,Desktop,4229.34597870231,1176.8946960585006,4278.537986727698,2023,4,26,2,17,103,0.2782687209760047,2930.004441825764,1,2023-04,2023-04
2484,10016,437,Tablet,Electronics,5,500.07306718338964,0.20314349000150075,Cash,USA,London,41,Female,2023-12-08,2023-09-26,9.331092101332237,4,No,3,Mobile,1992.4323953000046,378.3713488605851,2001.7634874013368,2023,9,26,1,39,-73,0.1899042345191406,1906.2916662647992,0,2023-04,2023-09
4762,10085,372,Tablet,Electronics,7,638.1030956020907,0.035706391347942325,UPI,India,London,64,Female,2023-02-04,2023-12-01,31.51452755536792,5,No,3,Desktop,4307.231157251323,904.3507844432754,4338.74568480669,2023,12,1,4,48,300,0.20996105187453895,2113.945362050333,1,2023-01,2023-12
4646,10125,420,Laptop,Electronics,8,744.889239807846,0.020678363440394587,Card,USA,London,55,Female,2023-02-16,2023-11-08,33.190873486432515,9,No,2,Desktop,5835.889195074081,1630.0587857188732,5869.080068560514,2023,11,8,2,45,265,0.27931626719279773,2984.8161793496265,1,2023-01,2023-11
1863,10043,318,Headphones,Accessories,9,620.030250379995,0.14506495523711072,Card,Canada,New York,27,Male,2023-08-02,2023-02-22,29.21357942933244,6,Yes,3,Desktop,4770.770308766698,763.2402842538894,4799.98388819603,2023,2,22,2,8,-161,0.1599826096954134,3421.85869647047,1,2023-01,2023-02
3790,10024,382,Monitor,Accessories,3,36.34229722004237,0.06602701981418173,Cash,Canada,Mumbai,44,Male,2023-05-26,2023-03-09,34.79836485703251,9,Yes,3,Desktop,101.82817092420525,13.885839182796285,136.62653578123775,2023,3,9,3,10,-78,0.1363653992482303,1066.911519630302,0,2023-03,2023-03
4312,10144,487,Phone,Electronics,3,210.87802773348133,0.07619542601287604,Card,Canada,Toronto,29,Female,2023-06-08,2023-07-01,10.228134875535092,9,Yes,2,Desktop,584.4302597207209,110.5451730773612,594.658394596256,2023,7,1,5,26,23,0.18915032416389072,1809.1680550882843,0,2023-04,2023-07
1563,10012,499,Phone,Electronics,4,814.2588528711567,0.26330765364835446,Cash,USA,London,24,Female,2023-05-05,2023-02-03,29.9758335892381,7,No,1,Mobile,2399.4330594370067,357.2118672981762,2429.4088930262446,2023,2,3,4,5,-91,0.14887344570554134,2381.769894872753,0,2023-02,2023-02
2020,10024,281,Tablet,Electronics,5,287.197634366235,0.0268698072948932,Cash,Canada,Mumbai,34,Male,2023-04-20,2023-10-11,17.92456570073127,9,No,3,Desktop,1397.4034463763253,287.2625248646724,1415.3280120770567,2023,10,11,2,41,174,0.20556878230806344,1066.911519630302,0,2023-03,2023-10
1095,10067,410,Headphones,Electronics,1,736.9308771699112,0.2146092345686669,Cash,India,London,18,Male,2023-02-06,2023-11-02,47.30792284854755,5,No,3,Desktop,578.7787056904604,89.74054867188637,626.086628539008,2023,11,2,3,44,269,0.1550515728888633,2512.0019646026153,0,2023-04,2023-11
2923,10137,349,Laptop,Accessories,7,384.6778109368647,0.08134267601417641,Cash,UK,New York,43,Male,2023-10-04,2023-09-06,39.29322440478766,5,Yes,1,Desktop,2473.709618743893,675.0701777755737,2513.0028431486803,2023,9,6,2,36,-28,0.27289790711909134,2252.4829379335433,0,2023-05,2023-09
2757,10066,236,Headphones,Electronics,9,531.4466415947843,0.2280984664212413,Cash,India,New York,32,Female,2023-01-14,2023-04-21,48.76315169718842,8,Yes,1,Desktop,3692.0202989606546,817.6529744307709,3740.783450657843,2023,4,21,4,16,97,0.2214649184515452,2041.7879172047167,1,2023-02,2023-04
3532,10108,258,Headphones,Accessories,8,86.61383382301563,0.21672341533906336,UPI,USA,Mumbai,50,Male,2023-12-13,2023-04-04,6.690023138308529,4,No,1,Mobile,542.7407035302527,54.300194606141524,549.4307266685613,2023,4,4,1,14,-253,0.10004813394858046,1651.80146852154,0,2023-02,2023-04
4478,10145,330,Laptop,Electronics,5,197.60104982871536,0.0022175704332879076,Cash,Canada,Mumbai,54,Female,2023-08-20,2023-06-28,17.83099288313189,9,Yes,2,Mobile,985.8142779151427,257.39092941811515,1003.6452707982746,2023,6,28,2,26,-53,0.2610947469359649,1709.9869196229188,0,2023-01,2023-06
3278,10110,401,Tablet,Electronics,4,958.0530242488499,0.15274062387647974,UPI,USA,Mumbai,64,Female,2023-11-12,2023-02-16,13.794016398725704,7,Yes,1,Mobile,3246.8776304733296,539.119572931823,3260.671646872055,2023,2,16,3,7,-269,0.1660424673452292,2878.3545264663985,1,2023-01,2023-02
3796,10110,442,Headphones,Electronics,7,892.3352923779757,0.04179584471341391,Card,UK,New York,48,Male,2023-05-04,2023-10-09,5.501956429032372,7,Yes,2,Desktop,5985.275695458129,981.8341825566743,5990.7776518871615,2023,10,9,0,41,158,0.16404159683099143,2878.3545264663985,1,2023-01,2023-10
2678,10033,234,Phone,Electronics,5,659.2296086810692,0.25986810917360303,Cash,USA,New York,52,Female,2023-10-06,2023-12-06,15.904657861084464,3,Yes,4,Mobile,2439.5842838093276,430.86123161994306,2455.4889416704123,2023,12,6,2,49,61,0.17661256242689347,2093.471672116044,0,2023-02,2023-12
4242,10110,292,Laptop,Accessories,7,470.4517054380226,0.261475764858722,Card,Canada,Toronto,18,Male,2023-04-21,2023-12-28,35.5449192584193,4,No,4,Mobile,2432.079901506678,549.7777555958841,2467.6248207650974,2023,12,28,3,52,251,0.22605250561681617,2878.3545264663985,0,2023-01,2023-12
1540,10007,406,Monitor,Accessories,1,682.2460670373193,0.1255037422481274,Cash,UK,Mumbai,25,Female,2023-05-04,2023-04-02,15.399001496055584,7,Yes,1,Desktop,596.6216324900689,112.41075978803107,612.0206339861245,2023,4,2,6,13,-32,0.1884121420788446,2100.338497174657,0,2023-04,2023-04
2059,10167,412,Tablet,Accessories,1,626.2380833120602,0.13331868553532417,UPI,UK,Toronto,29,Female,2023-01-30,2023-07-31,27.90515504671782,5,Yes,1,Desktop,542.7488452127355,122.51312791335013,570.6540002594534,2023,7,31,0,31,182,0.2257271093139405,2905.529530566239,0,2023-03,2023-07
3572,10112,358,Laptop,Electronics,3,577.1812104925199,0.09098488182135812,UPI,Canada,London,36,Female,2023-04-25,2023-03-16,44.95181517342494,3,No,4,Mobile,1573.9993387990487,203.60648564054176,1618.9511539724735,2023,3,16,3,11,-40,0.12935614432715847,1834.7712572933065,0,2023-02,2023-03
2183,10082,223,Monitor,Electronics,2,77.99353042627098,0.2149818896880093,UPI,Canada,Toronto,42,Female,2023-03-31,2023-07-21,36.21910641570838,1,No,2,Mobile,122.45266774358399,36.00511214055839,158.67177415929237,2023,7,21,4,29,112,0.29403289290481716,2007.2577559731105,0,2023-05,2023-07
4910,10041,492,Monitor,Accessories,2,640.1465584482768,0.10759840890793773,Card,Canada,London,49,Female,2023-07-31,2023-10-24,22.758308145771437,7,Yes,2,Mobile,1142.5356145827002,280.97379498162286,1165.2939227284717,2023,10,24,1,43,85,0.24592125741677273,1007.1777894410704,0,2023-01,2023-10
2722,10168,203,Headphones,Accessories,7,773.541643679745,0.08033774235679013,Cash,USA,London,29,Female,2023-02-07,2023-11-04,21.761102251044875,6,Yes,1,Mobile,4979.779380852876,747.1731767392391,5001.54048310392,2023,11,4,5,44,270,0.15004142143567661,3779.6119602690846,1,2023-02,2023-11
4314,10100,419,Headphones,Electronics,2,994.200021552664,0.12966931785135247,Card,India,Toronto,30,Male,2023-03-24,2023-07-30,25.508111630381812,7,Yes,1,Desktop,1730.5655659002603,423.7012579450988,1756.073677530642,2023,7,30,6,30,128,0.24483398161495518,1897.4383223307564,0,2023-02,2023-07
4157,10005,219,Headphones,Electronics,4,30.856981542423483,0.027446255516237614,UPI,USA,Mumbai,45,Male,2023-01-27,2023-12-04,12.966864847695787,2,Yes,1,Desktop,120.04029177020121,25.80927388600817,133.00715661789698,2023,12,4,0,49,311,0.21500509125232786,2582.951268592836,0,2023-02,2023-12
2819,10179,351,Laptop,Accessories,2,735.5699842444631,0.22398096139326115,Card,USA,London,18,Female,2023-08-05,2023-05-14,33.530034533719466,4,No,4,Desktop,1141.6326240027245,139.09400649554615,1175.162658536444,2023,5,14,6,19,-83,0.12183779928070294,1092.5907333258413,0,2023-01,2023-05
3625,10025,249,Laptop,Electronics,6,580.3535296172608,0.003778920381536088,UPI,India,Mumbai,23,Male,2023-12-26,2023-11-26,21.386876859707247,2,No,3,Desktop,3468.962519014163,470.5275970114684,3490.34939587387,2023,11,26,6,47,-30,0.1356392853576252,2462.8187650520977,1,2023-03,2023-11
3729,10063,376,Tablet,Electronics,8,445.3711325593376,0.19334551845617817,UPI,Canada,New York,25,Female,2023-08-03,2023-03-07,43.356440716791965,8,No,1,Desktop,2874.0849602338976,311.15311790972765,2917.4414009506895,2023,3,7,1,10,-149,0.10826162838429297,2592.0199788767322,0,2023-03,2023-03
3604,10186,295,Headphones,Accessories,4,145.01877107994346,0.054859358026461726,UPI,Canada,London,21,Male,2023-08-09,2023-10-07,39.04486970260173,7,Yes,2,Mobile,548.2525375868454,143.5586190201904,587.2974072894472,2023,10,7,5,40,59,0.2618476143349362,1749.491036081567,0,2023-03,2023-10
2597,10183,304,Monitor,Electronics,5,420.9034456621787,0.06972121386432394,Cash,India,New York,22,Male,2023-01-15,2023-01-28,32.47309238414721,1,Yes,3,Desktop,1957.7877325546751,411.80293258008015,1990.2608249388222,2023,1,28,5,4,13,0.210340950519047,2459.7131068616527,0,2023-01,2023-01
4060,10058,449,Phone,Accessories,4,367.2896393264126,0.19068959959201198,Cash,India,Toronto,42,Female,2023-09-16,2023-04-27,21.389100019228223,2,No,2,Desktop,1189.005300275858,194.22369444764928,1210.3944002950861,2023,4,27,3,17,-142,0.1633497297300424,2704.6356171940056,0,2023-02,2023-04
3693,10108,316,Tablet,Electronics,3,316.7732911991674,0.2978830397348721,UPI,USA,Mumbai,39,Male,2023-09-23,2023-11-13,14.446932425306798,2,Yes,3,Mobile,667.2357009298187,83.58393594572092,681.6826333551255,2023,11,13,0,46,51,0.12526898040564,1651.80146852154,0,2023-02,2023-11
1795,10197,427,Laptop,Accessories,5,736.2620308557636,0.23331524672176518,Card,UK,Toronto,45,Female,2023-04-30,2023-11-21,39.92683388475303,4,No,4,Desktop,2822.404367373916,555.475075601373,2862.3312012586694,2023,11,21,1,47,205,0.1968091751920758,2593.5554779252766,0,2023-01,2023-11
2051,10120,265,Tablet,Electronics,9,706.7110108585786,0.06775188966701759,Card,India,London,56,Male,2023-05-08,2023-04-24,26.888409454598893,3,No,3,Mobile,5929.470039819795,1215.8512876698626,5956.358449274394,2023,4,24,0,17,-14,0.20505226934358775,3122.185045498022,1,2023-04,2023-04
2643,10032,461,Tablet,Accessories,8,597.2396891612933,0.05280742651234014,Cash,USA,New York,40,Female,2023-07-30,2023-03-16,15.113751717981089,1,No,2,Desktop,4525.607985325243,1087.9095467974162,4540.7217370432245,2023,3,16,3,11,-136,0.24038970019610106,2874.0044855131327,1,2023-02,2023-03
4627,10180,494,Tablet,Accessories,8,939.8915170275048,0.2598698610803011,UPI,UK,London,21,Male,2023-01-11,2023-07-21,13.78285767680028,2,No,3,Desktop,5565.1363125361095,1636.0801894014282,5578.91917021291,2023,7,21,4,29,191,0.2939874420894183,3481.4245266139274,1,2023-07,2023-07
2363,10149,442,Tablet,Accessories,8,362.85729649723737,0.13325518437645129,Card,Canada,Toronto,21,Female,2023-06-25,2023-02-28,12.443040702561156,9,No,4,Desktop,2516.0374444012587,470.4715925961101,2528.48048510382,2023,2,28,1,9,-117,0.18698910608147495,2853.116082772503,0,2023-02,2023-02
4869,10020,385,Phone,Accessories,8,258.925898955976,0.04111584084844664,UPI,Canada,Mumbai,64,Male,2023-05-13,2023-01-15,39.97225382925178,1,No,2,Mobile,1986.2395432236888,359.9201937302075,2026.2117970529405,2023,1,15,6,2,-118,0.18120684131887385,1074.2149182280577,0,2023-01,2023-01
2981,10197,445,Headphones,Electronics,7,662.7852468364316,0.2586634269965814,Card,USA,Mumbai,38,Female,2023-11-21,2023-08-19,15.304423338514027,9,No,1,Desktop,3439.4286046886155,598.4124283728331,3454.7330280271294,2023,8,19,5,33,-94,0.1739860009180245,2593.5554779252766,1,2023-01,2023-08
2354,10069,324,Monitor,Electronics,8,214.8377797186549,0.2448277058742784,Cash,USA,London,54,Male,2023-11-16,2023-04-15,28.69890185863389,7,Yes,3,Mobile,1297.9163118001045,344.4472371931292,1326.6152136587384,2023,4,15,5,15,-215,0.2653847817933722,2374.1159748849523,0,2023-01,2023-04
2663,10111,467,Tablet,Accessories,8,328.7102970397561,0.29517190916914904,UPI,India,London,58,Female,2023-01-14,2023-06-14,25.31958624378754,2,No,2,Desktop,1853.4740087917855,243.29338227718625,1878.7935950355732,2023,6,14,2,24,151,0.13126344427984757,3608.2226463497304,0,2023-04,2023-06
2529,10003,330,Tablet,Electronics,8,240.11039127338714,0.27292310601380515,UPI,Canada,New York,19,Male,2023-02-19,2023-07-18,31.082490465272777,2,No,3,Desktop,1396.6297400069143,235.69883924367088,1427.712230472187,2023,7,18,1,29,149,0.16876258072701789,2978.079068592042,0,2023-01,2023-07
3038,10093,436,Tablet,Electronics,7,87.7704963641312,0.2555371015981625,Card,USA,Toronto,24,Female,2023-03-13,2023-12-20,44.47197051670374,5,Yes,4,Mobile,457.3931468218634,112.05865024137317,501.86511733856713,2023,12,20,2,51,282,0.24499416097507817,487.62407279606,0,2023-01,2023-12
4419,10074,217,Headphones,Electronics,1,830.9487668029599,0.015772319343300943,Card,Canada,London,33,Male,2023-03-10,2023-02-04,44.048632553677876,5,No,2,Mobile,817.8427774950216,84.35147565211639,861.8914100486994,2023,2,4,5,5,-34,0.10313898706848929,2324.374232591874,0,2023-01,2023-02
2496,10189,239,Laptop,Electronics,4,269.44973206322794,0.03132461084943541,Card,Canada,New York,34,Female,2023-01-16,2023-06-11,25.298423232118683,4,Yes,1,Desktop,1044.0372962514507,164.82858327726063,1069.3357194835694,2023,6,11,6,23,146,0.15787614472113892,1202.092273637818,0,2023-01,2023-06
4302,10061,220,Laptop,Electronics,4,483.5669532761603,0.17069495829123685,UPI,India,London,37,Female,2023-11-30,2023-09-02,5.691481283062549,3,No,1,Mobile,1604.0980494226626,366.19863345877246,1609.7895307057252,2023,9,2,5,35,-89,0.22828943255094195,1593.0100285361386,0,2023-01,2023-09
3237,10093,424,Phone,Accessories,5,62.44896778922571,0.15944377388454625,Cash,UK,Mumbai,40,Female,2023-12-23,2023-10-14,24.189971257143643,4,Yes,3,Desktop,262.45934344858546,36.00690745569419,286.6493147057291,2023,10,14,5,41,-70,0.13719041960016093,487.62407279606,0,2023-01,2023-10
4296,10094,481,Laptop,Accessories,6,705.3526769275902,0.13738896434686063,Cash,India,New York,51,Female,2023-02-25,2023-01-19,32.27870918408632,4,Yes,4,Desktop,3650.670018871336,586.0862817066247,3682.9487280554226,2023,1,19,3,3,-37,0.1605421138248542,2966.7977249220617,1,2023-01,2023-01
2408,10151,207,Tablet,Accessories,4,343.949782260165,0.11903679762437526,Card,USA,New York,28,Male,2023-04-15,2023-10-07,30.09941415941278,2,Yes,4,Mobile,1212.0284065452554,239.02292808154118,1242.1278207046682,2023,10,7,5,40,175,0.19720901489664583,1554.3242325916247,0,2023-01,2023-10
2400,10054,299,Tablet,Accessories,2,749.8419932726258,0.12936314545929867,Cash,India,London,51,Male,2023-05-12,2023-12-06,34.31012476100925,5,No,3,Mobile,1305.6801488508172,240.77357337185248,1339.9902736118265,2023,12,6,2,49,208,0.18440471319393742,1940.9416434274935,0,2023-02,2023-12
2306,10136,439,Tablet,Electronics,6,424.1549992585088,0.17078938024043858,Card,India,Toronto,50,Male,2023-02-17,2023-12-14,11.933407961288758,5,Yes,2,Mobile,2110.2829788555864,255.77777273730345,2122.216386816875,2023,12,14,3,50,300,0.12120543799107578,1515.5427018591542,0,2023-02,2023-12
3680,10130,286,Phone,Electronics,8,211.84049427751214,0.000622955280024362,Cash,Canada,Mumbai,43,Female,2023-09-05,2023-07-01,34.09407944513296,5,No,2,Desktop,1693.668216984632,487.178690769803,1727.762296429765,2023,7,1,5,26,-66,0.28764706445112653,2243.7020175982025,0,2023-04,2023-07
3675,10030,497,Tablet,Accessories,8,522.9115806363952,0.07821263223985565,UPI,India,Toronto,19,Female,2023-09-30,2023-05-27,13.219322843469751,1,No,3,Mobile,3856.1063158889538,419.7701195057979,3869.3256387324236,2023,5,27,5,21,-126,0.10885854411641856,3395.8742017346376,1,2023-05,2023-05
1972,10039,213,Laptop,Electronics,7,147.89446844469097,0.1554839162066133,Card,USA,New York,40,Female,2023-04-21,2023-06-25,38.773579131353706,6,No,2,Desktop,874.2948011393052,218.52871894039492,913.0683802706588,2023,6,25,6,25,65,0.24994855128456359,2449.0567001257323,0,2023-02,2023-06
2768,10035,201,Headphones,Electronics,6,451.72837667553483,0.21666482960209385,Cash,UK,Toronto,58,Female,2023-11-22,2023-06-12,20.2589425968206,2,No,2,Mobile,2123.1283495001976,242.64077697071968,2143.3872920970184,2023,6,12,0,24,-163,0.1142845542182315,2659.04872080023,0,2023-03,2023-06
2282,10151,492,Headphones,Accessories,2,330.9593678720768,0.0522470077186189,UPI,India,New York,39,Female,2023-12-02,2023-06-24,36.94529450216541,7,No,2,Mobile,627.3354624486304,121.3637919830715,664.2807569507959,2023,6,24,5,25,-161,0.19345916060501586,1554.3242325916247,0,2023-01,2023-06
4430,10005,240,Monitor,Electronics,7,913.7203925156405,0.16406435213622989,Cash,India,Toronto,51,Male,2023-12-15,2023-02-16,7.153951950774819,4,No,3,Mobile,5346.680137987301,722.2416276132668,5353.834089938076,2023,2,16,3,7,-302,0.1350822583310822,2582.951268592836,1,2023-02,2023-02
1709,10065,310,Laptop,Accessories,5,79.71014728630556,0.2143379051657345,UPI,UK,London,32,Male,2023-02-07,2023-09-13,23.353701151591103,5,No,1,Mobile,313.12620648253335,40.148904196020155,336.47990763412446,2023,9,13,2,37,218,0.12821955928578505,2011.5480343546503,0,2023-02,2023-09
2479,10074,213,Tablet,Accessories,6,700.1370658236272,0.1333882973741714,UPI,USA,Toronto,27,Male,2023-12-23,2023-06-23,36.72655350184998,5,Yes,4,Mobile,3640.481848109192,455.7140444736846,3677.208401611042,2023,6,23,4,25,-183,0.12517959530834502,2324.374232591874,1,2023-01,2023-06
2434,10003,430,Headphones,Electronics,8,199.0961426676872,0.008124340101015315,Cash,USA,New York,32,Female,2023-08-28,2023-04-13,15.209173234917236,5,No,1,Desktop,1579.828943134837,301.0479810566797,1595.038116369754,2023,4,13,3,15,-137,0.19055732733906847,2978.079068592042,0,2023-01,2023-04
1648,10078,283,Laptop,Electronics,8,332.66417284559503,0.134780447539691,Cash,India,Mumbai,59,Female,2023-11-14,2023-05-01,40.78791701587502,2,No,2,Mobile,2302.620373992357,467.65524836739235,2343.408291008232,2023,5,1,0,18,-197,0.20309698187745845,1865.6333509340384,0,2023-02,2023-05
1317,10133,329,Headphones,Accessories,3,427.20378180082463,0.08893346632324593,UPI,Canada,Mumbai,46,Female,2023-05-01,2023-12-16,33.38508798972194,5,Yes,3,Mobile,1167.633205976633,147.91215336226242,1201.018293966355,2023,12,16,5,50,229,0.12667689870856796,2787.05203601584,0,2023-02,2023-12
4748,10117,430,Tablet,Accessories,7,909.8547875874747,0.2788948823103985,UPI,India,Mumbai,40,Female,2023-02-17,2023-05-25,31.440279746740924,3,No,4,Desktop,4592.706605785993,1358.8861085930703,4624.146885532734,2023,5,25,3,21,97,0.2958791460532479,2545.8154826268365,1,2023-02,2023-05
4296,10112,344,Headphones,Electronics,1,257.7267007523486,0.037384015703498204,UPI,UK,New York,34,Female,2023-01-10,2023-02-11,20.90969843919517,4,Yes,2,Desktop,248.09184172421203,37.59910689348596,269.0015401634072,2023,2,11,5,6,32,0.15155317737244461,1834.7712572933065,0,2023-02,2023-02
